Date,Open,High,Low,Close,Adj Close,Volume
2015-07-16,211.869995,212.300003,211.580002,212.300003,186.727005,106683300
2015-07-17,212.289993,212.550003,211.800003,212.479996,186.885330,89030000
2015-07-20,212.750000,213.179993,212.210007,212.589996,186.982086,70446800
2015-07-21,212.429993,212.740005,211.389999,211.750000,186.243301,77965000
2015-07-22,210.929993,211.770004,210.889999,211.369995,185.909058,88667900
2015-07-23,211.529999,211.649994,209.750000,210.179993,184.862350,90509100
2015-07-24,210.300003,210.369995,207.600006,208.000000,182.944962,117755000
2015-07-27,206.940002,207.550003,206.259995,206.789993,181.880707,132361100
2015-07-28,207.789993,209.500000,206.800003,209.330002,184.114807,123544800
2015-07-29,209.479996,211.039993,209.309998,210.770004,185.381317,105791300
2015-07-30,210.160004,211.020004,209.419998,210.820007,185.425278,91304400
2015-07-31,211.419998,211.449997,210.160004,210.500000,185.143845,103266900
2015-08-03,210.460007,210.529999,208.649994,209.789993,184.519318,113965700
2015-08-04,209.699997,210.250000,208.800003,209.380005,184.158783,81820800
2015-08-05,210.449997,211.309998,209.729996,210.070007,184.765594,85786800
2015-08-06,210.289993,210.419998,207.649994,208.350006,183.252792,116030800
2015-08-07,208.160004,208.339996,206.869995,207.949997,182.901001,117858000
2015-08-10,209.279999,210.669998,209.279999,210.570007,185.205429,80270700
2015-08-11,208.970001,209.470001,207.759995,208.669998,183.534271,126081400
2015-08-12,207.110001,209.139999,205.360001,208.919998,183.754181,172123700
2015-08-13,208.729996,209.550003,208.009995,208.660004,183.525513,89383300
2015-08-14,208.429993,209.509995,208.259995,209.419998,184.193909,72786500
2015-08-17,208.710007,210.589996,208.160004,210.589996,185.223007,79072600
2015-08-18,210.259995,210.679993,209.699997,209.979996,184.686447,71692700
2015-08-19,209.089996,210.009995,207.350006,208.320007,183.226440,172946000
2015-08-20,206.509995,208.289993,203.899994,203.970001,179.400391,194327900
2015-08-21,201.729996,203.940002,197.520004,197.830002,174.000046,346588500
2015-08-24,187.490005,197.479996,182.399994,189.500000,166.673431,507244300
2015-08-25,195.429993,195.449997,186.919998,187.270004,164.712051,369833100
2015-08-26,192.080002,194.789993,188.369995,194.460007,171.036026,339257000
2015-08-27,197.020004,199.419998,195.210007,199.270004,175.266571,274143900
2015-08-28,198.500000,199.839996,197.919998,199.279999,175.275375,160414400
2015-08-31,198.110001,199.130005,197.009995,197.669998,173.859299,163298800
